ID,Name,Age,City
2096,Helen,48,New York
2097,Frank,18,Los Angeles
2098,Ivy,60,Houston
2099,Charlie,43,Miami
2100,David,30,Miami
2101,Jack,48,Los Angeles
2102,Grace,37,Los Angeles
2103,David,52,Miami
2104,Eve,24,New York
2105,David,53,Los Angeles
2106,Eve,59,Miami
2107,Grace,33,Miami
2108,Grace,60,Houston
2109,Charlie,48,Miami
2110,Ivy,52,Chicago
2111,Frank,38,Los Angeles
2112,Charlie,47,Houston
2113,Charlie,35,New York
2114,Eve,23,San Francisco
2115,Helen,55,Houston
2116,Bob,40,New York
2117,Eve,57,Houston
2118,Alice,30,San Francisco
2119,Eve,50,Chicago
2120,Charlie,35,San Francisco
2121,Alice,48,Miami
2122,Frank,59,Chicago
2123,Charlie,49,Houston
2124,Frank,33,San Francisco
2125,Helen,26,San Francisco
2126,Charlie,59,Miami
2127,Jack,21,Los Angeles
2128,Eve,31,San Francisco
2129,Bob,30,Los Angeles
2130,Frank,26,Houston
2131,Eve,52,Miami
2132,Ivy,18,San Francisco
2133,David,46,Houston
2134,Frank,20,Chicago
2135,Ivy,38,Miami
2136,Frank,60,Houston
2137,Bob,18,New York
2138,Jack,43,New York
2139,Helen,46,Chicago
2140,Grace,56,Miami
2141,David,47,Chicago
2142,Ivy,60,Chicago
2143,Frank,59,San Francisco
2144,David,59,Chicago
2145,Eve,30,Houston
2146,David,52,Los Angeles
2147,Grace,50,Chicago
2148,Frank,38,San Francisco
2149,Ivy,28,Chicago
2150,David,49,San Francisco
2151,Alice,31,Los Angeles
2152,Jack,18,Chicago
2153,Grace,22,San Francisco
2154,Charlie,43,Chicago
2155,Eve,54,Miami
2156,Charlie,60,Los Angeles
2157,Frank,47,Miami
2158,Jack,30,Chicago
2159,Frank,21,Chicago
2160,Ivy,58,New York
2161,Ivy,27,Houston
2162,Ivy,39,Miami
2163,Charlie,38,San Francisco
2164,Bob,34,Los Angeles
2165,Helen,20,Miami
2166,Helen,58,Chicago
2167,Frank,42,New York
2168,Charlie,43,Miami
2169,Alice,30,Chicago
2170,Ivy,40,San Francisco
2171,Ivy,58,Los Angeles
2172,David,24,New York
2173,David,35,Houston
2174,Ivy,59,San Francisco
2175,Eve,51,Miami
2176,Frank,52,Miami
2177,Ivy,39,Miami
2178,Helen,30,San Francisco
2179,Frank,36,Houston
2180,Charlie,54,New York
2181,Alice,58,New York
2182,Eve,45,San Francisco
2183,Bob,23,Los Angeles
2184,Bob,27,Los Angeles
2185,Charlie,18,Chicago
2186,Alice,37,Los Angeles
2187,Ivy,58,Houston
2188,Alice,33,Chicago
2189,David,32,Chicago
2190,Alice,53,Los Angeles
2191,Bob,21,Los Angeles
2192,David,60,Los Angeles
2193,Helen,24,Houston
2194,Ivy,20,Miami
2195,David,58,Houston
2196,David,29,Miami
2197,Alice,54,San Francisco
2198,Charlie,21,Miami
2199,Helen,47,San Francisco
2200,Alice,31,Miami
2201,Ivy,18,Chicago
2202,Alice,47,Los Angeles
2203,Bob,58,Chicago
2204,Ivy,37,Houston
2205,Eve,25,Miami
2206,Eve,49,San Francisco
2207,Grace,43,New York
2208,Charlie,45,New York
2209,Frank,23,New York
2210,Jack,46,San Francisco
2211,Charlie,42,Houston
2212,Frank,25,Miami
2213,Eve,24,New York
2214,Eve,56,New York
2215,David,21,New York
2216,Frank,28,Houston
2217,Frank,28,Miami
2218,Charlie,56,New York
2219,Alice,31,San Francisco
2220,Alice,32,San Francisco
2221,Charlie,23,San Francisco
2222,David,59,Miami
2223,Ivy,19,San Francisco
2224,Grace,57,Chicago
2225,Charlie,55,Chicago
2226,Bob,30,San Francisco
2227,Ivy,23,Miami
2228,Helen,49,Los Angeles
2229,Ivy,59,Los Angeles
2230,Grace,38,San Francisco
2231,Eve,42,Chicago
2232,Charlie,37,Houston
2233,Grace,60,Chicago
2234,Alice,43,Houston
2235,Ivy,58,Miami
2236,Ivy,38,Los Angeles
2237,Eve,39,Chicago
2238,Frank,58,New York
2239,Frank,43,San Francisco
2240,Bob,32,Los Angeles
2241,Ivy,34,San Francisco
2242,Bob,24,Chicago
2243,Helen,31,San Francisco
2244,David,31,San Francisco
2245,Bob,29,New York
2246,Grace,34,Miami
2247,Eve,19,San Francisco
2248,Eve,21,San Francisco
2249,Ivy,28,Houston
2250,Helen,19,Los Angeles
2251,Helen,43,Miami
2252,David,56,San Francisco
2253,Helen,41,New York
2254,Eve,49,Miami
2255,Bob,51,San Francisco
2256,Jack,55,San Francisco
2257,Helen,36,Los Angeles
2258,Helen,48,Houston
2259,Charlie,57,Miami
2260,Frank,35,Houston
2261,Alice,53,Los Angeles
2262,David,49,San Francisco
2263,Frank,39,Chicago
2264,Helen,54,Los Angeles
2265,Jack,30,San Francisco
2266,Alice,43,San Francisco
2267,Helen,38,New York
2268,Grace,59,Los Angeles
2269,Eve,58,New York
2270,Bob,28,Chicago
2271,Alice,26,New York
2272,David,26,Los Angeles
2273,Bob,18,Houston
2274,David,28,San Francisco
2275,David,48,New York
2276,Alice,43,Chicago
2277,Eve,28,Houston
2278,Bob,18,New York
2279,Ivy,20,Chicago
2280,David,36,Los Angeles
2281,Jack,40,Miami
2282,Grace,50,Houston
2283,Alice,48,New York
2284,Charlie,26,New York
2285,Jack,60,Miami
2286,Bob,33,Houston
2287,Eve,28,Chicago
2288,Charlie,43,Miami
2289,David,28,San Francisco
2290,Charlie,19,Houston
2291,Jack,50,Los Angeles
2292,Ivy,32,Los Angeles
2293,Frank,28,Houston
2294,Frank,21,Miami
2295,Grace,42,San Francisco
2296,David,25,Miami
2297,Helen,31,Houston
2298,Frank,49,Chicago
2299,Ivy,48,Houston
2300,Alice,52,Miami
2301,Jack,18,Los Angeles
2302,Eve,40,Houston
2303,Frank,51,Chicago
2304,Bob,36,Houston
2305,Eve,33,Houston
2306,Charlie,48,Miami
2307,Ivy,60,New York
2308,David,48,Houston
2309,Eve,37,San Francisco
2310,David,19,Miami
2311,Bob,40,Los Angeles
2312,Ivy,48,Houston
2313,Eve,25,Houston
2314,David,24,Miami
2315,Grace,29,New York
2316,Bob,33,Chicago
2317,Bob,23,San Francisco
2318,Ivy,35,Los Angeles
2319,Helen,35,Houston
2320,Grace,29,Miami
2321,Helen,60,Chicago
2322,Bob,49,San Francisco
2323,Alice,33,Miami
2324,Jack,21,Los Angeles
2325,Helen,31,Chicago
2326,Jack,51,New York
2327,Grace,42,Los Angeles
2328,Helen,56,Los Angeles
2329,Charlie,59,New York
2330,Jack,28,Los Angeles
2331,Alice,46,Chicago
2332,David,51,New York
2333,Ivy,60,San Francisco
2334,Jack,52,New York
2335,Grace,21,San Francisco
2336,Charlie,18,Los Angeles
2337,Alice,22,San Francisco
2338,Bob,21,Miami
2339,David,55,Los Angeles
2340,Bob,28,Los Angeles
2341,Alice,22,Houston
2342,Charlie,41,San Francisco
2343,Bob,35,Chicago
2344,Helen,59,Los Angeles
2345,Helen,49,Miami
2346,Charlie,52,Miami
2347,Bob,53,Miami
2348,Ivy,29,Los Angeles
2349,Frank,37,Miami
2350,Grace,44,Chicago
2351,David,55,Miami
2352,Eve,35,New York
2353,Jack,48,San Francisco
2354,Grace,30,New York
2355,Ivy,49,New York
2356,Jack,48,Houston
2357,Frank,22,San Francisco
2358,Ivy,31,Chicago
2359,Eve,45,New York
2360,Bob,30,San Francisco
2361,Jack,53,Houston
2362,Charlie,30,Houston
2363,Ivy,54,Houston
2364,Charlie,22,Houston
2365,Frank,50,Houston
2366,Jack,58,Los Angeles
2367,Ivy,38,Miami
2368,Alice,22,Miami
2369,Helen,37,Chicago
2370,Frank,51,Los Angeles
2371,Bob,26,Chicago
2372,Ivy,36,Los Angeles
2373,Bob,56,San Francisco
2374,Jack,48,Los Angeles
2375,Grace,39,San Francisco
2376,Charlie,48,New York
2377,Grace,18,Houston
2378,Jack,56,Houston
2379,David,22,San Francisco
2380,Bob,25,San Francisco
2381,Grace,26,San Francisco
2382,David,50,New York
2383,Helen,50,Chicago
2384,Alice,60,San Francisco
2385,Alice,49,San Francisco
2386,Ivy,31,New York
2387,Charlie,20,New York
2388,Alice,32,Chicago
2389,Grace,41,San Francisco
2390,Grace,30,New York
2391,Eve,54,Los Angeles
2392,Ivy,23,Los Angeles
2393,David,48,New York
2394,Helen,45,New York
2395,Jack,50,Houston
2396,Frank,25,New York
2397,Frank,28,San Francisco
2398,David,27,New York
2399,Helen,58,Houston
2400,Jack,25,Los Angeles
2401,Jack,32,Chicago
2402,David,44,New York
2403,Jack,25,Miami
2404,David,57,New York
2405,David,31,New York
2406,Helen,31,Houston
2407,Frank,42,San Francisco
2408,Charlie,19,Miami
2409,Grace,26,Houston
2410,Frank,48,Houston
2411,David,51,Los Angeles
2412,Helen,54,San Francisco
2413,Eve,45,Los Angeles
2414,Jack,40,San Francisco
2415,Ivy,47,Houston
2416,Helen,59,Los Angeles
2417,Eve,22,Houston
2418,Helen,54,New York
2419,Charlie,31,Los Angeles
2420,Ivy,47,Miami
2421,David,35,Los Angeles
2422,Charlie,20,San Francisco
2423,Jack,57,New York
2424,Charlie,48,Miami
2425,Helen,27,Los Angeles
2426,Bob,51,Miami
2427,David,54,New York
2428,Eve,19,New York
2429,Eve,20,New York
2430,Alice,50,San Francisco
2431,Bob,33,San Francisco
2432,Alice,29,San Francisco
2433,Bob,29,Chicago
2434,Eve,51,Houston
2435,Helen,47,Houston
2436,Helen,49,San Francisco
2437,Bob,35,Miami
2438,Alice,32,San Francisco
2439,Alice,34,Los Angeles
2440,David,30,Miami
2441,Jack,37,New York
2442,Ivy,56,Houston
2443,Bob,21,Chicago
2444,Charlie,59,New York
2445,Bob,43,Chicago
2446,Bob,20,New York
2447,Jack,22,San Francisco
2448,Ivy,47,Miami
2449,Bob,44,Chicago
2450,Jack,26,New York
2451,Ivy,23,Houston
2452,Bob,38,Los Angeles
2453,Bob,58,Houston
2454,Alice,57,Houston
2455,Jack,32,San Francisco
2456,Charlie,58,Los Angeles
2457,David,48,Los Angeles
2458,Helen,36,New York
2459,Jack,48,Chicago
2460,Jack,25,San Francisco
2461,Bob,32,Los Angeles
2462,Ivy,18,New York
2463,Charlie,43,Los Angeles
2464,Helen,56,Miami
2465,Alice,58,Los Angeles
2466,Bob,60,San Francisco
2467,Helen,45,Miami
2468,Grace,59,Los Angeles
2469,Ivy,37,Chicago
2470,Eve,56,Los Angeles
2471,Alice,53,New York
2472,Frank,25,San Francisco
2473,Bob,55,Chicago
2474,Bob,31,San Francisco
2475,Charlie,18,Los Angeles
2476,Charlie,33,San Francisco
2477,Frank,54,Miami
2478,Helen,31,Houston
2479,Eve,51,Miami
2480,Grace,37,Houston
2481,Helen,38,Chicago
2482,Frank,35,Houston
2483,Ivy,40,Chicago
2484,Jack,30,San Francisco
2485,Eve,46,Los Angeles
2486,Frank,26,Houston
2487,Jack,34,New York
2488,Ivy,44,Chicago
2489,Helen,40,New York
2490,Grace,40,Miami
2491,Helen,40,San Francisco
2492,Helen,25,New York
2493,Alice,25,Miami
2494,David,23,Houston
2495,David,24,Los Angeles
2496,David,21,Chicago
2497,David,32,Houston
2498,Alice,27,Chicago
2499,David,25,San Francisco
2500,Helen,25,New York
2501,Jack,22,Miami
2502,Charlie,35,San Francisco
2503,Bob,31,San Francisco
2504,Charlie,20,Los Angeles
2505,Eve,50,Houston
2506,Bob,30,Chicago
2507,Jack,59,Miami
2508,Ivy,39,New York
2509,Grace,42,New York
2510,David,43,Chicago
2511,Grace,56,San Francisco
2512,Charlie,20,New York
2513,Eve,54,Miami
2514,Grace,21,San Francisco
2515,Alice,48,Los Angeles
2516,Ivy,56,Miami
2517,Frank,27,Miami
2518,Jack,33,New York
2519,Frank,56,Houston
2520,Grace,24,San Francisco
2521,Alice,49,Houston
2522,Ivy,49,Houston
2523,Helen,50,Miami
2524,Frank,23,Chicago
2525,Helen,39,Miami
2526,Ivy,28,Los Angeles
2527,Grace,59,Chicago
2528,Jack,49,San Francisco
2529,Eve,46,Miami
2530,Bob,51,Los Angeles
2531,Eve,30,Miami
2532,Eve,28,San Francisco
2533,Frank,45,Los Angeles
2534,Alice,39,San Francisco
2535,Helen,19,Los Angeles
2536,David,38,San Francisco
2537,Helen,47,New York
2538,Eve,56,New York
2539,Frank,46,Miami
2540,David,60,Miami
2541,Eve,32,San Francisco
2542,David,22,New York
2543,Grace,59,Chicago
2544,Charlie,46,New York
2545,Helen,30,Los Angeles
2546,David,33,Miami
2547,Grace,22,Houston
2548,Eve,40,Los Angeles
2549,Ivy,56,New York
2550,Alice,57,Los Angeles
2551,David,30,Los Angeles
2552,Ivy,53,Miami
2553,Alice,34,Los Angeles
2554,Charlie,34,Los Angeles
2555,Ivy,58,Los Angeles
2556,Frank,45,Los Angeles
2557,Jack,48,Houston
2558,Alice,28,Los Angeles
2559,Jack,34,San Francisco
2560,Frank,21,New York
2561,Bob,47,Miami
2562,Helen,53,Miami
2563,Jack,42,San Francisco
2564,Grace,54,San Francisco
2565,Bob,32,Chicago
2566,Grace,20,Chicago
2567,Frank,60,Houston
2568,Helen,49,San Francisco
2569,David,31,Los Angeles
2570,Helen,45,Chicago
2571,Charlie,32,Miami
2572,Frank,38,Houston
2573,Helen,32,San Francisco
2574,Alice,47,Chicago
2575,Alice,22,New York
2576,David,49,Miami
2577,Frank,18,San Francisco
2578,Bob,21,New York
2579,Ivy,48,New York
2580,Ivy,31,Los Angeles
2581,Jack,57,Chicago
2582,Eve,38,Los Angeles
2583,Bob,25,Miami
2584,Eve,53,Chicago
2585,Grace,37,Chicago
2586,Charlie,41,New York
2587,Bob,32,Chicago
2588,Jack,45,Miami
2589,Eve,55,San Francisco
2590,Grace,51,Los Angeles
2591,Frank,29,Chicago
2592,Alice,35,Houston
2593,Charlie,48,Chicago
2594,Helen,52,Miami
2595,Eve,50,Los Angeles
2596,Charlie,44,Los Angeles
2597,Jack,39,New York
2598,Eve,42,San Francisco
2599,Alice,58,Miami
2600,Bob,49,Houston
2601,Bob,47,Miami
2602,Ivy,41,San Francisco
2603,Bob,27,Miami
2604,Ivy,47,Chicago
2605,Ivy,49,Chicago
2606,David,28,Chicago
2607,David,25,Houston
2608,Bob,49,San Francisco
2609,Ivy,25,San Francisco
2610,Helen,47,Chicago
2611,Frank,32,Miami
2612,Frank,29,Houston
2613,Grace,35,Miami
2614,David,57,San Francisco
2615,David,38,San Francisco
2616,Jack,32,San Francisco
2617,Eve,33,New York
2618,Grace,55,Houston
2619,Ivy,20,New York
2620,Helen,21,New York
2621,Bob,59,Miami
2622,Jack,36,San Francisco
2623,Ivy,48,Houston
2624,Eve,41,New York
2625,Frank,19,San Francisco
2626,Frank,44,San Francisco
2627,Grace,57,San Francisco
2628,Jack,59,Houston
2629,Jack,21,Chicago
2630,Charlie,58,Miami
2631,David,23,Houston
2632,Jack,32,Houston
2633,Ivy,48,Miami
2634,Jack,28,Houston
2635,Helen,60,San Francisco
2636,David,49,Houston
2637,Alice,34,Houston
2638,Ivy,50,Chicago
2639,Frank,47,Los Angeles
2640,Charlie,45,Los Angeles
2641,Helen,44,Houston
2642,Grace,37,Chicago
2643,Helen,54,San Francisco
2644,Grace,21,New York
2645,Jack,40,New York
2646,Jack,34,Miami
2647,Charlie,48,New York
2648,David,36,Los Angeles
2649,Alice,53,Houston
2650,Helen,28,Los Angeles
2651,Bob,49,Chicago
2652,Ivy,28,New York
2653,Grace,60,San Francisco
2654,Alice,33,San Francisco
2655,Charlie,21,San Francisco
2656,Grace,52,Los Angeles
2657,David,38,Houston
2658,Alice,32,San Francisco
2659,Eve,30,San Francisco
2660,Grace,34,Los Angeles
2661,Eve,24,Miami
2662,David,29,New York
2663,Alice,29,Los Angeles
2664,Jack,45,Miami
2665,Grace,41,Miami
2666,Grace,31,Chicago
2667,Charlie,41,Miami
2668,Bob,44,New York
2669,Grace,31,Chicago
2670,Eve,52,San Francisco
2671,Ivy,48,Miami
2672,Jack,54,San Francisco
2673,Frank,32,Los Angeles
2674,Alice,23,San Francisco
2675,Frank,24,San Francisco
2676,Ivy,45,Chicago
2677,Charlie,34,Houston
2678,Eve,43,New York
2679,David,37,Los Angeles
2680,Ivy,60,San Francisco
2681,Eve,29,Chicago
2682,Ivy,24,Houston
2683,Helen,42,Chicago
2684,Alice,27,New York
2685,David,29,Miami
2686,Grace,44,San Francisco
2687,Helen,29,San Francisco
2688,Charlie,27,Chicago
2689,Bob,32,New York
2690,Frank,20,Miami
2691,Bob,57,Miami
2692,Jack,27,Los Angeles
2693,Helen,18,Miami
2694,Frank,45,Miami
2695,Helen,18,New York
2696,Eve,35,San Francisco
2697,Alice,60,San Francisco
2698,Frank,34,Houston
2699,Jack,53,New York
2700,Alice,51,Chicago
2701,Helen,58,New York
2702,Helen,28,Chicago
2703,Eve,30,New York
2704,Alice,40,Chicago
2705,Grace,54,New York
2706,Ivy,54,San Francisco
2707,Frank,24,Houston
2708,Alice,36,New York
2709,Frank,42,Chicago
2710,Grace,54,Chicago
2711,Ivy,42,New York
2712,Charlie,20,San Francisco
2713,Helen,48,San Francisco
2714,Jack,22,Miami
2715,Helen,22,San Francisco
2716,Frank,37,Houston
2717,Frank,29,San Francisco
2718,Alice,33,Miami
2719,Helen,28,New York
2720,Jack,42,Miami
2721,Jack,32,Chicago
2722,Grace,35,Chicago
2723,Helen,46,New York
2724,David,49,San Francisco
2725,Helen,50,Chicago
2726,Eve,31,Los Angeles
2727,David,30,Miami
2728,Eve,32,Miami
2729,Grace,53,Chicago
2730,Jack,35,New York
2731,Helen,46,Houston
2732,Grace,47,New York
2733,Bob,39,Los Angeles
2734,Grace,50,Houston
2735,David,30,Miami
2736,Charlie,27,San Francisco
2737,David,39,Miami
2738,David,33,San Francisco
2739,David,34,San Francisco
2740,Bob,49,Chicago
2741,Ivy,33,New York
2742,Helen,23,Houston
2743,Helen,49,Houston
2744,Helen,52,Houston
2745,Charlie,37,Los Angeles
2746,Alice,59,New York
2747,Eve,28,Los Angeles
2748,Helen,50,Houston
2749,Jack,54,New York
2750,Bob,19,Los Angeles
2751,Frank,50,Los Angeles
2752,Alice,30,Chicago
2753,Alice,37,Houston
2754,Charlie,49,Chicago
2755,Eve,35,Houston
2756,Bob,33,San Francisco
2757,Grace,40,San Francisco
2758,Charlie,57,Los Angeles
2759,Charlie,39,Houston
2760,David,38,New York
2761,Helen,50,Los Angeles
2762,Bob,41,Los Angeles
2763,Ivy,38,San Francisco
2764,Bob,36,Los Angeles
2765,Bob,41,Chicago
2766,David,46,Chicago
2767,Alice,23,Los Angeles
2768,Grace,57,Los Angeles
2769,Grace,34,Los Angeles
2770,Alice,59,New York
2771,Bob,33,San Francisco
2772,Eve,50,San Francisco
2773,Grace,37,Houston
2774,Helen,33,New York
2775,Eve,30,San Francisco
2776,Grace,24,Los Angeles
2777,Frank,20,Chicago
2778,Grace,42,Houston
2779,Alice,29,Miami
2780,Alice,30,Houston
2781,Helen,49,Houston
2782,Ivy,24,Houston
2783,Alice,57,Los Angeles
2784,Ivy,51,Miami
2785,Frank,48,Los Angeles
2786,Bob,51,New York
2787,David,34,Los Angeles
2788,Ivy,32,San Francisco
2789,Grace,25,New York
2790,Eve,21,New York
2791,Helen,22,San Francisco
2792,Charlie,55,New York
2793,Alice,54,Chicago
2794,Grace,57,San Francisco
2795,Charlie,34,Chicago
2796,Frank,45,San Francisco
2797,Ivy,53,Houston
2798,Ivy,35,New York
2799,Alice,18,New York
2800,Bob,28,Houston
2801,Eve,42,New York
2802,Eve,55,Los Angeles
2803,Eve,22,Chicago
2804,Helen,24,New York
2805,Alice,47,Houston
2806,Alice,42,New York
2807,Jack,55,Chicago
2808,Frank,20,Los Angeles
2809,Jack,48,Los Angeles
2810,Eve,30,Los Angeles
2811,Eve,33,Los Angeles
2812,Jack,58,Miami
2813,Eve,39,Miami
2814,Alice,26,San Francisco
2815,Eve,37,Chicago
2816,Eve,35,Los Angeles
2817,Eve,22,San Francisco
2818,Bob,54,Miami
2819,Grace,22,Los Angeles
2820,Alice,38,Houston
2821,Grace,54,Houston
2822,Frank,24,Chicago
2823,Ivy,53,Miami
2824,Bob,42,New York
2825,Helen,56,New York
2826,Jack,23,Miami
2827,Ivy,40,New York
2828,Frank,35,San Francisco
2829,Bob,34,San Francisco
2830,Alice,27,Chicago
2831,Charlie,26,Los Angeles
2832,Frank,45,Chicago
2833,Eve,51,Miami
2834,Bob,59,New York
2835,David,48,Miami
2836,Bob,38,San Francisco
2837,Eve,31,Los Angeles
2838,Frank,51,San Francisco
2839,Helen,55,New York
2840,Helen,18,San Francisco
2841,Eve,60,Los Angeles
2842,Jack,42,San Francisco
2843,Ivy,57,Houston
2844,Ivy,48,Houston
2845,Eve,53,Miami
2846,Eve,36,Chicago
2847,Jack,43,Houston
2848,Eve,33,Los Angeles
2849,Charlie,31,New York
2850,Bob,51,Houston
2851,Charlie,23,Chicago
2852,Alice,23,New York
2853,David,42,Chicago
2854,Alice,34,Chicago
2855,David,51,San Francisco
2856,David,35,Miami
2857,Alice,31,Los Angeles
2858,Grace,41,Houston
2859,David,37,Miami
2860,Ivy,44,Chicago
2861,Helen,19,New York
2862,Charlie,29,New York
2863,Charlie,38,New York
2864,Helen,48,San Francisco
2865,Helen,29,Chicago
2866,Alice,48,Los Angeles
2867,David,35,New York
2868,David,54,Houston
2869,Helen,54,Chicago
2870,Eve,30,San Francisco
2871,Grace,56,Chicago
2872,Charlie,30,Los Angeles
2873,Ivy,22,Chicago
2874,Jack,41,Miami
2875,Ivy,22,Los Angeles
2876,Alice,60,Miami
2877,Grace,21,Houston
2878,Ivy,18,Chicago
2879,Helen,49,Los Angeles
2880,Eve,52,Miami
2881,Alice,47,Miami
2882,Ivy,48,New York
2883,Grace,40,New York
2884,Eve,35,San Francisco
2885,Charlie,31,Los Angeles
2886,Frank,46,San Francisco
2887,Frank,34,San Francisco
2888,Ivy,46,San Francisco
2889,Jack,24,Chicago
2890,Eve,33,San Francisco
2891,Ivy,23,Houston
2892,Helen,47,Chicago
2893,Ivy,40,Miami
2894,Charlie,19,Miami
2895,Ivy,57,Los Angeles
2896,Grace,45,Houston
2897,Grace,57,Los Angeles
2898,David,29,New York
2899,Charlie,51,Los Angeles
2900,Frank,37,Miami
2901,Frank,18,Houston
2902,Alice,41,San Francisco
2903,Alice,53,Los Angeles
2904,Bob,52,San Francisco
2905,Ivy,51,Chicago
2906,Charlie,57,San Francisco
2907,David,35,New York
2908,Eve,48,Houston
2909,Jack,32,San Francisco
2910,Jack,27,New York
2911,Bob,45,Miami
2912,Ivy,43,Houston
2913,Eve,38,Chicago
2914,Ivy,37,Miami
2915,Alice,59,Miami
2916,David,56,Los Angeles
2917,Bob,33,Houston
2918,Alice,52,Houston
2919,David,60,Houston
2920,Frank,43,San Francisco
2921,Ivy,18,Miami
2922,Eve,38,Houston
2923,David,37,New York
2924,Alice,32,Chicago
2925,Alice,50,Miami
2926,Jack,47,Los Angeles
2927,David,55,Chicago
2928,Eve,27,Houston
2929,Grace,24,New York
2930,Helen,34,Miami
2931,Bob,58,New York
2932,Eve,27,Chicago
2933,Alice,54,Miami
2934,David,38,Miami
2935,David,53,Los Angeles
2936,Grace,53,Los Angeles
2937,Grace,30,Los Angeles
2938,Eve,53,Los Angeles
2939,Grace,49,Miami
2940,Ivy,18,Houston
2941,Frank,28,San Francisco
2942,Bob,35,Houston
2943,David,49,San Francisco
2944,Frank,33,Houston
2945,David,44,Houston
2946,Bob,42,Miami
2947,Grace,22,New York
2948,Jack,58,Los Angeles
2949,David,48,Houston
2950,Frank,28,Houston
2951,Charlie,39,San Francisco
2952,Eve,36,New York
2953,Grace,41,Los Angeles
2954,Jack,33,Houston
2955,Bob,29,San Francisco
2956,Charlie,44,Chicago
2957,Bob,35,Chicago
2958,David,42,Chicago
2959,Charlie,32,Houston
2960,Bob,20,Los Angeles
2961,Bob,21,Houston
2962,Grace,19,Chicago
2963,Bob,53,New York
2964,Ivy,28,Los Angeles
2965,Eve,54,San Francisco
2966,Grace,38,Los Angeles
2967,David,38,San Francisco
2968,David,28,New York
2969,Ivy,21,Los Angeles
2970,Grace,18,Houston
2971,Alice,51,Chicago
2972,Frank,49,New York
2973,Jack,42,Houston
2974,Helen,55,Houston
2975,Helen,56,Chicago
2976,Ivy,21,Los Angeles
2977,Eve,56,Miami
2978,Jack,45,Houston
2979,Jack,18,New York
2980,Grace,51,San Francisco
2981,Bob,42,San Francisco
2982,Frank,30,Miami
2983,Grace,40,Chicago
2984,Helen,41,San Francisco
2985,Helen,59,Los Angeles
2986,David,56,Miami
2987,Alice,57,San Francisco
2988,Grace,42,San Francisco
2989,Grace,53,Miami
2990,Eve,51,Houston
2991,Helen,60,Miami
2992,Bob,56,San Francisco
2993,Bob,59,Houston
2994,Jack,27,San Francisco
2995,Jack,37,Houston
2996,Eve,24,New York
2997,David,25,Chicago
2998,Charlie,45,Houston
2999,Eve,41,Los Angeles
3000,Jack,21,New York
3001,David,41,Miami
3002,Charlie,57,San Francisco
3003,Eve,34,Miami
3004,Ivy,58,Los Angeles
3005,Grace,22,Chicago
3006,Grace,26,New York
3007,David,23,Chicago
3008,Grace,32,Los Angeles
3009,Ivy,19,San Francisco
3010,Jack,48,Los Angeles
3011,Charlie,39,Los Angeles
3012,Jack,21,San Francisco
3013,Ivy,20,Houston
3014,Frank,36,Houston
3015,Grace,27,San Francisco
3016,Charlie,35,Houston
3017,Ivy,22,New York
3018,Ivy,19,Chicago
3019,Alice,30,New York
3020,Frank,31,New York
3021,Charlie,39,Los Angeles
3022,Jack,45,Miami
3023,David,49,Los Angeles
3024,Ivy,55,New York
3025,Grace,19,Los Angeles
3026,Charlie,21,Los Angeles
3027,Eve,27,Miami
3028,Frank,49,Miami
3029,Helen,56,Los Angeles
3030,Bob,59,Houston
3031,Charlie,20,Houston
3032,Grace,18,Miami
3033,Bob,48,Chicago
3034,Helen,18,Los Angeles
3035,Helen,19,Chicago
3036,Alice,34,Los Angeles
3037,Ivy,40,Houston
3038,Frank,47,Chicago
3039,Eve,60,San Francisco
3040,Jack,38,San Francisco
3041,Ivy,37,Miami
3042,Eve,41,New York
3043,Jack,47,Chicago
3044,Charlie,54,Chicago
3045,Helen,37,New York
3046,Bob,19,New York
3047,Bob,31,Chicago
3048,Helen,33,New York
3049,Charlie,52,New York
3050,Helen,55,Los Angeles
3051,Bob,44,New York
3052,Ivy,53,San Francisco
3053,Charlie,30,New York
3054,Frank,49,Houston
3055,Frank,51,Chicago
3056,David,26,Los Angeles
3057,Frank,51,Chicago
3058,Grace,56,Miami
3059,Frank,43,New York
3060,David,54,Chicago
3061,Alice,23,Los Angeles
3062,Bob,47,Los Angeles
3063,Bob,50,Los Angeles
3064,Charlie,33,San Francisco
3065,Bob,49,New York
3066,Frank,45,Chicago
3067,Bob,59,New York
3068,Frank,50,Houston
3069,Alice,59,San Francisco
3070,Charlie,24,San Francisco
3071,Charlie,24,Houston
3072,Charlie,59,Miami
3073,Helen,37,Houston
3074,Grace,31,New York
3075,Ivy,35,Los Angeles
3076,Jack,47,Houston
3077,Frank,42,Houston
3078,Jack,18,Houston
3079,Eve,47,Los Angeles
3080,Eve,46,Houston
3081,Frank,38,New York
3082,Ivy,29,Houston
3083,Bob,41,San Francisco
3084,Helen,30,San Francisco
3085,Helen,52,New York
3086,Jack,50,Chicago
3087,Charlie,28,Chicago
3088,Charlie,47,Miami
3089,Bob,23,Los Angeles
3090,Eve,30,Los Angeles
3091,David,18,Chicago
3092,Frank,20,Chicago
3093,David,49,Houston
3094,Grace,53,Miami
3095,Helen,56,Los Angeles
3096,Grace,50,San Francisco
3097,Grace,46,Los Angeles
3098,Alice,46,San Francisco
3099,Charlie,23,San Francisco
3100,Jack,26,Chicago
3101,Helen,42,San Francisco
3102,Frank,49,San Francisco
